1000    avg = 67481.5   max = 171264
        128     100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (0.7%)
        1024    99%     (4.1%)
        2048    94.9%   (8.9%)
        4096    86%     (33.7%)
        8192    52.3%   (51.7%)
        16384   0.6%    (0.6%)
248000  avg = 107286    max = 284456
        256     100%    (0.4%)
        512     99.6%   (0.8%)
        1024    98.8%   (4.9%)
        2048    93.9%   (9.8%)
        4096    84.1%   (30.8%)
        8192    53.3%   (53.1%)
        16384   0.2%    (0.2%)
249000  avg = 108324    max = 257472
        256     100%    (0.2%)
        512     99.8%   (1.1%)
        1024    98.7%   (3.1%)
        2048    95.6%   (9.5%)
        4096    86.1%   (34%)
        8192    52.1%   (51.2%)
        16384   0.9%    (0.9%)
250000  avg = 108075    max = 245044
        256     100%    (0.1%)
        512     99.9%   (1.3%)
        1024    98.6%   (3.5%)
        2048    95.1%   (8.8%)
        4096    86.3%   (33.4%)
        8192    52.9%   (52.5%)
        16384   0.4%    (0.4%)
251000  avg = 108997    max = 268416
        128     100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (1%)
        1024    98.7%   (3.3%)
        2048    95.4%   (8.9%)
        4096    86.5%   (33.8%)
        8192    52.7%   (52%)
        16384   0.7%    (0.7%)
252000  avg = 110011    max = 290996
        256     100%    (0.1%)
        512     99.9%   (1.1%)
        1024    98.8%   (3.9%)
        2048    94.9%   (7.8%)
        4096    87.1%   (32.2%)
        8192    54.9%   (54.5%)
        16384   0.4%    (0.4%)
253000  avg = 108254    max = 268744
        64      100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.7%)
        1024    99.1%   (3.6%)
        2048    95.5%   (9.2%)
        4096    86.3%   (33.7%)
        8192    52.6%   (52.1%)
        16384   0.5%    (0.5%)
254000  avg = 108217    max = 216696
        256     100%    (0.2%)
        512     99.8%   (1.1%)
        1024    98.7%   (3.1%)
        2048    95.6%   (7.9%)
        4096    87.7%   (35.2%)
        8192    52.5%   (52.4%)
        16384   0.1%    (0.1%)
255000  avg = 110041    max = 266120
        512     100%    (1.4%)
        1024    98.6%   (2.6%)
        2048    96%     (8.6%)
        4096    87.4%   (32.7%)
        8192    54.7%   (54%)
        16384   0.7%    (0.7%)
256000  avg = 111499    max = 279776
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (3.5%)
        2048    95.6%   (7.3%)
        4096    88.3%   (32.5%)
        8192    55.8%   (55.4%)
        16384   0.4%    (0.4%)
257000  avg = 104805    max = 260256
        512     100%    (1.5%)
        1024    98.5%   (4.5%)
        2048    94%     (10%)
        4096    84%     (33.4%)
        8192    50.6%   (50.3%)
        16384   0.3%    (0.3%)
258000  avg = 109913    max = 263820
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (3.4%)
        2048    95.8%   (7.3%)
        4096    88.5%   (34.1%)
        8192    54.4%   (53.9%)
        16384   0.5%    (0.5%)
259000  avg = 107356    max = 278616
        256     100%    (0.1%)
        512     99.9%   (1.5%)
        1024    98.4%   (3.9%)
        2048    94.5%   (9.6%)
        4096    84.9%   (32.8%)
        8192    52.1%   (51.6%)
        16384   0.5%    (0.5%)
260000  avg = 108974    max = 276972
        512     100%    (1.1%)
        1024    98.9%   (3.7%)
        2048    95.2%   (9.3%)
        4096    85.9%   (31.9%)
        8192    54%     (53.9%)
        16384   0.1%    (0.1%)
261000  avg = 107800    max = 195096
        512     100%    (0.8%)
        1024    99.2%   (4%)
        2048    95.2%   (8.3%)
        4096    86.9%   (33.6%)
        8192    53.3%   (53.3%)
262000  avg = 105780    max = 236168
        128     100%    (0.1%)
        512     99.9%   (0.6%)
        1024    99.3%   (4.7%)
        2048    94.6%   (10.8%)
        4096    83.8%   (31.3%)
        8192    52.5%   (52.4%)
        16384   0.1%    (0.1%)
263000  avg = 108029    max = 242044
        512     100%    (0.7%)
        1024    99.3%   (3.6%)
        2048    95.7%   (9.9%)
        4096    85.8%   (32.9%)
        8192    52.9%   (52.6%)
        16384   0.3%    (0.3%)
264000  avg = 107596    max = 246292
        64      100%    (0.2%)
        256     99.8%   (0.3%)
        512     99.5%   (1.5%)
        1024    98%     (3.6%)
        2048    94.4%   (7.9%)
        4096    86.5%   (32.3%)
        8192    54.2%   (54%)
        16384   0.2%    (0.2%)
265000  avg = 111887    max = 244292
        512     100%    (0.9%)
        1024    99.1%   (2.9%)
        2048    96.2%   (8.8%)
        4096    87.4%   (29.7%)
        8192    57.7%   (57.4%)
        16384   0.3%    (0.3%)
266000  avg = 108395    max = 270440
        256     100%    (0.2%)
        512     99.8%   (0.7%)
        1024    99.1%   (3.6%)
        2048    95.5%   (8.1%)
        4096    87.4%   (33.6%)
        8192    53.8%   (53.5%)
        16384   0.3%    (0.3%)
267000  avg = 112013    max = 266516
        256     100%    (0.1%)
        512     99.9%   (0.5%)
        1024    99.4%   (3.9%)
        2048    95.5%   (8.3%)
        4096    87.2%   (30.4%)
        8192    56.8%   (56.4%)
        16384   0.4%    (0.4%)
268000  avg = 106897    max = 258848
        256     100%    (0.2%)
        512     99.8%   (1.5%)
        1024    98.3%   (3%)
        2048    95.3%   (8.7%)
        4096    86.6%   (35.3%)
        8192    51.3%   (51%)
        16384   0.3%    (0.3%)
269000  avg = 111535    max = 284924
        64      100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (1.2%)
        1024    98.6%   (2.9%)
        2048    95.7%   (7.2%)
        4096    88.5%   (33.4%)
        8192    55.1%   (54.6%)
        16384   0.5%    (0.5%)
270000  avg = 113573    max = 281648
        64      100%    (0.1%)
        512     99.9%   (0.5%)
        1024    99.4%   (3.1%)
        2048    96.3%   (9.6%)
        4096    86.7%   (28.8%)
        8192    57.9%   (57.2%)
        16384   0.7%    (0.7%)
271000  avg = 109707    max = 258896
        256     100%    (0.5%)
        512     99.5%   (0.7%)
        1024    98.8%   (4.1%)
        2048    94.7%   (8.7%)
        4096    86%     (30.8%)
        8192    55.2%   (54.7%)
        16384   0.5%    (0.5%)
272000  avg = 110800    max = 290292
        256     100%    (0.3%)
        512     99.7%   (1%)
        1024    98.7%   (2.7%)
        2048    96%     (8.5%)
        4096    87.5%   (32.5%)
        8192    55%     (54.3%)
        16384   0.7%    (0.7%)
273000  avg = 108827    max = 246252
        512     100%    (1%)
        1024    99%     (4.3%)
        2048    94.7%   (9.6%)
        4096    85.1%   (30.3%)
        8192    54.8%   (54.4%)
        16384   0.4%    (0.4%)
274000  avg = 109159    max = 197444
        256     100%    (0.2%)
        512     99.8%   (1.3%)
        1024    98.5%   (4.1%)
        2048    94.4%   (7.6%)
        4096    86.8%   (32.2%)
        8192    54.6%   (54.6%)
275000  avg = 108108    max = 244428
        256     100%    (0.5%)
        512     99.5%   (1.6%)
        1024    97.9%   (4.3%)
        2048    93.6%   (8.7%)
        4096    84.9%   (30.3%)
        8192    54.6%   (54.4%)
        16384   0.2%    (0.2%)
276000  avg = 111620    max = 262788
        256     100%    (0.3%)
        512     99.7%   (0.8%)
        1024    98.9%   (3.9%)
        2048    95%     (7%)
        4096    88%     (31.4%)
        8192    56.6%   (56.3%)
        16384   0.3%    (0.3%)
277000  avg = 111635    max = 271952
        256     100%    (0.1%)
        512     99.9%   (1.1%)
        1024    98.8%   (3.3%)
        2048    95.5%   (9%)
        4096    86.5%   (29.9%)
        8192    56.6%   (55.8%)
        16384   0.8%    (0.8%)
278000  avg = 109633    max = 281372
        64      100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (1.3%)
        1024    98.5%   (4.3%)
        2048    94.2%   (8.2%)
        4096    86%     (31.5%)
        8192    54.5%   (53.8%)
        16384   0.7%    (0.7%)
279000  avg = 109858    max = 260188
        256     100%    (0.2%)
        512     99.8%   (0.9%)
        1024    98.9%   (5%)
        2048    93.9%   (8.5%)
        4096    85.4%   (30.2%)
        8192    55.2%   (54.8%)
        16384   0.4%    (0.4%)
280000  avg = 108321    max = 262380
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (1%)
        1024    98.8%   (4.3%)
        2048    94.5%   (8.8%)
        4096    85.7%   (31.9%)
        8192    53.8%   (53.2%)
        16384   0.6%    (0.6%)
281000  avg = 110605    max = 281316
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (1.3%)
        1024    98.5%   (3.6%)
        2048    94.9%   (6.4%)
        4096    88.5%   (33.8%)
        8192    54.7%   (54.1%)
        16384   0.6%    (0.6%)
282000  avg = 110128    max = 271208
        256     100%    (0.2%)
        512     99.8%   (0.8%)
        1024    99%     (3.5%)
        2048    95.5%   (8.3%)
        4096    87.2%   (32%)
        8192    55.2%   (55%)
        16384   0.2%    (0.2%)
283000  avg = 109750    max = 286836
        256     100%    (0.1%)
        512     99.9%   (1.4%)
        1024    98.5%   (3.4%)
        2048    95.1%   (8.2%)
        4096    86.9%   (33.6%)
        8192    53.3%   (52.7%)
        16384   0.6%    (0.6%)
284000  avg = 111080    max = 288064
        256     100%    (0.5%)
        512     99.5%   (0.8%)
        1024    98.7%   (3.6%)
        2048    95.1%   (8.6%)
        4096    86.5%   (29.6%)
        8192    56.9%   (56.4%)
        16384   0.5%    (0.5%)
285000  avg = 113750    max = 284604
        256     100%    (0.3%)
        512     99.7%   (1.5%)
        1024    98.2%   (3.2%)
        2048    95%     (7%)
        4096    88%     (28.8%)
        8192    59.2%   (58.7%)
        16384   0.5%    (0.5%)
286000  avg = 111831    max = 290632
        256     100%    (0.3%)
        512     99.7%   (1%)
        1024    98.7%   (3.9%)
        2048    94.8%   (6.6%)
        4096    88.2%   (31.6%)
        8192    56.6%   (56.2%)
        16384   0.4%    (0.4%)
287000  avg = 110535    max = 277324
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (3.2%)
        2048    96%     (8%)
        4096    88%     (32.9%)
        8192    55.1%   (54.7%)
        16384   0.4%    (0.4%)
288000  avg = 108957    max = 279476
        256     100%    (0.4%)
        512     99.6%   (1%)
        1024    98.6%   (3.5%)
        2048    95.1%   (8.5%)
        4096    86.6%   (32%)
        8192    54.6%   (54%)
        16384   0.6%    (0.6%)
289000  avg = 109692    max = 289516
        64      100%    (0.1%)
        512     99.9%   (1.4%)
        1024    98.5%   (3.7%)
        2048    94.8%   (7.5%)
        4096    87.3%   (32.6%)
        8192    54.7%   (54.2%)
        16384   0.5%    (0.5%)
290000  avg = 109648    max = 268576
        256     100%    (0.1%)
        512     99.9%   (1.1%)
        1024    98.8%   (3.8%)
        2048    95%     (7.5%)
        4096    87.5%   (33.4%)
        8192    54.1%   (53.2%)
        16384   0.9%    (0.9%)
291000  avg = 112938    max = 289300
        256     100%    (0.3%)
        512     99.7%   (0.9%)
        1024    98.8%   (3.9%)
        2048    94.9%   (6.7%)
        4096    88.2%   (30.6%)
        8192    57.6%   (56.6%)
        16384   1%      (1%)
292000  avg = 112201    max = 247716
        256     100%    (0.2%)
        512     99.8%   (1%)
        1024    98.8%   (3%)
        2048    95.8%   (7.2%)
        4096    88.6%   (31.9%)
        8192    56.7%   (56.2%)
        16384   0.5%    (0.5%)
293000  avg = 112000    max = 242328
        256     100%    (0.3%)
        512     99.7%   (0.6%)
        1024    99.1%   (3.5%)
        2048    95.6%   (6.9%)
        4096    88.7%   (32.1%)
        8192    56.6%   (56.5%)
        16384   0.1%    (0.1%)
294000  avg = 111195    max = 288668
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (3.6%)
        2048    95.5%   (9.9%)
        4096    85.6%   (29.2%)
        8192    56.4%   (55.8%)
        16384   0.6%    (0.6%)
295000  avg = 109946    max = 266344
        64      100%    (0.1%)
        256     99.9%   (0.3%)
        512     99.6%   (1%)
        1024    98.6%   (3.8%)
        2048    94.8%   (8.1%)
        4096    86.7%   (31.4%)
        8192    55.3%   (54.9%)
        16384   0.4%    (0.4%)
296000  avg = 107538    max = 194468
        128     100%    (0.2%)
        512     99.8%   (1.6%)
        1024    98.2%   (3.8%)
        2048    94.4%   (8.7%)
        4096    85.7%   (32.1%)
        8192    53.6%   (53.6%)
297000  avg = 112161    max = 286108
        256     100%    (0.3%)
        512     99.7%   (0.5%)
        1024    99.2%   (3.5%)
        2048    95.7%   (7.5%)
        4096    88.2%   (30.8%)
        8192    57.4%   (57.1%)
        16384   0.3%    (0.3%)
298000  avg = 110238    max = 290444
        256     100%    (0.3%)
        512     99.7%   (0.7%)
        1024    99%     (3.8%)
        2048    95.2%   (9.1%)
        4096    86.1%   (30.3%)
        8192    55.8%   (55.4%)
        16384   0.4%    (0.4%)
299000  avg = 111580    max = 289008
        256     100%    (0.2%)
        512     99.8%   (0.9%)
        1024    98.9%   (3.1%)
        2048    95.8%   (7.7%)
        4096    88.1%   (31.9%)
        8192    56.2%   (55.9%)
        16384   0.3%    (0.3%)
300000  avg = 110870    max = 290240
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (1.6%)
        1024    98.2%   (3%)
        2048    95.2%   (6.7%)
        4096    88.5%   (33.5%)
        8192    55%     (54.6%)
        16384   0.4%    (0.4%)
301000  avg = 112655    max = 281400
        64      100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (1%)
        1024    98.7%   (3.9%)
        2048    94.8%   (7.3%)
        4096    87.5%   (28.7%)
        8192    58.8%   (58.4%)
        16384   0.4%    (0.4%)
302000  avg = 111095    max = 246644
        64      100%    (0.1%)
        256     99.9%   (0.3%)
        512     99.6%   (1.4%)
        1024    98.2%   (3.7%)
        2048    94.5%   (6.9%)
        4096    87.6%   (30.5%)
        8192    57.1%   (56.9%)
        16384   0.2%    (0.2%)
303000  avg = 111284    max = 282168
        256     100%    (0.2%)
        512     99.8%   (1.1%)
        1024    98.7%   (4.4%)
        2048    94.3%   (8.1%)
        4096    86.2%   (28.8%)
        8192    57.4%   (56.7%)
        16384   0.7%    (0.7%)
304000  avg = 111064    max = 236484
        64      100%    (0.2%)
        256     99.8%   (0.1%)
        512     99.7%   (0.9%)
        1024    98.8%   (2.9%)
        2048    95.9%   (7.3%)
        4096    88.6%   (32.8%)
        8192    55.8%   (55.4%)
        16384   0.4%    (0.4%)
305000  avg = 110654    max = 279316
        128     100%    (0.1%)
        512     99.9%   (1.2%)
        1024    98.7%   (3.8%)
        2048    94.9%   (7.9%)
        4096    87%     (30.3%)
        8192    56.7%   (56.4%)
        16384   0.3%    (0.3%)
306000  avg = 111432    max = 264524
        32      100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (1.5%)
        1024    98.3%   (2.9%)
        2048    95.4%   (8%)
        4096    87.4%   (30.5%)
        8192    56.9%   (56.5%)
        16384   0.4%    (0.4%)
307000  avg = 111405    max = 263944
        64      100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (1%)
        1024    98.7%   (3.9%)
        2048    94.8%   (7.1%)
        4096    87.7%   (30.7%)
        8192    57%     (56.6%)
        16384   0.4%    (0.4%)
308000  avg = 112507    max = 243640
        512     100%    (0.8%)
        1024    99.2%   (4.4%)
        2048    94.8%   (8.3%)
        4096    86.5%   (27.7%)
        8192    58.8%   (58.7%)
        16384   0.1%    (0.1%)
309000  avg = 111661    max = 270860
        256     100%    (0.4%)
        512     99.6%   (1%)
        1024    98.6%   (3.2%)
        2048    95.4%   (6.5%)
        4096    88.9%   (31.3%)
        8192    57.6%   (57.4%)
        16384   0.2%    (0.2%)
310000  avg = 112684    max = 279340
        64      100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.7%)
        1024    99.1%   (3.6%)
        2048    95.5%   (8%)
        4096    87.5%   (29.2%)
        8192    58.3%   (57.5%)
        16384   0.8%    (0.8%)
311000  avg = 109292    max = 280764
        256     100%    (0.1%)
        512     99.9%   (1.4%)
        1024    98.5%   (3.7%)
        2048    94.8%   (7.9%)
        4096    86.9%   (32.2%)
        8192    54.7%   (54.3%)
        16384   0.4%    (0.4%)
312000  avg = 112685    max = 260028
        256     100%    (0.4%)
        512     99.6%   (1%)
        1024    98.6%   (3.1%)
        2048    95.5%   (7.8%)
        4096    87.7%   (29.9%)
        8192    57.8%   (57.6%)
        16384   0.2%    (0.2%)
313000  avg = 110439    max = 270372
        256     100%    (0.6%)
        512     99.4%   (0.9%)
        1024    98.5%   (3.6%)
        2048    94.9%   (8.6%)
        4096    86.3%   (29.1%)
        8192    57.2%   (56.6%)
        16384   0.6%    (0.6%)
314000  avg = 112367    max = 264880
        256     100%    (0.2%)
        512     99.8%   (0.9%)
        1024    98.9%   (3.1%)
        2048    95.8%   (8.9%)
        4096    86.9%   (29.9%)
        8192    57%     (56.3%)
        16384   0.7%    (0.7%)
315000  avg = 111587    max = 290176
        256     100%    (0.2%)
        512     99.8%   (0.9%)
        1024    98.9%   (2.9%)
        2048    96%     (8.6%)
        4096    87.4%   (31.2%)
        8192    56.2%   (55.8%)
        16384   0.4%    (0.4%)
316000  avg = 113025    max = 285200
        256     100%    (0.2%)
        512     99.8%   (1.4%)
        1024    98.4%   (3.8%)
        2048    94.6%   (6.1%)
        4096    88.5%   (30.4%)
        8192    58.1%   (57.5%)
        16384   0.6%    (0.6%)
317000  avg = 111869    max = 282940
        32      100%    (0.1%)
        64      99.9%   (0.1%)
        512     99.8%   (1.1%)
        1024    98.7%   (3.4%)
        2048    95.3%   (7.4%)
        4096    87.9%   (31.6%)
        8192    56.3%   (55.5%)
        16384   0.8%    (0.8%)
318000  avg = 113107    max = 253472
        256     100%    (0.2%)
        512     99.8%   (1.2%)
        1024    98.6%   (2.9%)
        2048    95.7%   (7.5%)
        4096    88.2%   (30.4%)
        8192    57.8%   (57.2%)
        16384   0.6%    (0.6%)
319000  avg = 110224    max = 292464
        256     100%    (0.1%)
        512     99.9%   (1.2%)
        1024    98.7%   (3.9%)
        2048    94.8%   (8.7%)
        4096    86.1%   (30.5%)
        8192    55.6%   (55.1%)
        16384   0.5%    (0.5%)
320000  avg = 114123    max = 270400
        256     100%    (0.3%)
        512     99.7%   (0.6%)
        1024    99.1%   (4%)
        2048    95.1%   (7.9%)
        4096    87.2%   (27.3%)
        8192    59.9%   (59.5%)
        16384   0.4%    (0.4%)
321000  avg = 113515    max = 266940
        256     100%    (0.1%)
        512     99.9%   (1.1%)
        1024    98.8%   (2.8%)
        2048    96%     (6.9%)
        4096    89.1%   (30.4%)
        8192    58.7%   (58.2%)
        16384   0.5%    (0.5%)
322000  avg = 111498    max = 215624
        256     100%    (0.2%)
        512     99.8%   (0.9%)
        1024    98.9%   (3.5%)
        2048    95.4%   (8%)
        4096    87.4%   (30.5%)
        8192    56.9%   (56.8%)
        16384   0.1%    (0.1%)
323000  avg = 114214    max = 286436
        512     100%    (0.7%)
        1024    99.3%   (3.5%)
        2048    95.8%   (7.1%)
        4096    88.7%   (30.3%)
        8192    58.4%   (57.7%)
        16384   0.7%    (0.7%)
324000  avg = 112268    max = 280772
        512     100%    (1.3%)
        1024    98.7%   (3.9%)
        2048    94.8%   (6.5%)
        4096    88.3%   (31.6%)
        8192    56.7%   (56.3%)
        16384   0.4%    (0.4%)
325000  avg = 111855    max = 246060
        128     100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (0.5%)
        1024    99.2%   (4.6%)
        2048    94.6%   (6.7%)
        4096    87.9%   (29.6%)
        8192    58.3%   (57.9%)
        16384   0.4%    (0.4%)
326000  avg = 111865    max = 274376
        512     100%    (0.7%)
        1024    99.3%   (3.4%)
        2048    95.9%   (9.2%)
        4096    86.7%   (28.2%)
        8192    58.5%   (58.2%)
        16384   0.3%    (0.3%)
327000  avg = 112401    max = 288176
        512     100%    (1%)
        1024    99%     (3.7%)
        2048    95.3%   (6.5%)
        4096    88.8%   (31%)
        8192    57.8%   (57.4%)
        16384   0.4%    (0.4%)
328000  avg = 113980    max = 290468
        64      100%    (0.1%)
        128     99.9%   (0.1%)
        256     99.8%   (0.1%)
        512     99.7%   (0.6%)
        1024    99.1%   (3.1%)
        2048    96%     (7%)
        4096    89%     (30.6%)
        8192    58.4%   (57.6%)
        16384   0.8%    (0.8%)
329000  avg = 112242    max = 289692
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (4.4%)
        2048    94.7%   (6.6%)
        4096    88.1%   (30%)
        8192    58.1%   (57.4%)
        16384   0.7%    (0.7%)
330000  avg = 115247    max = 283520
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (3.2%)
        2048    96%     (6.7%)
        4096    89.3%   (29.9%)
        8192    59.4%   (58.4%)
        16384   1%      (1%)
331000  avg = 114356    max = 284820
        256     100%    (0.1%)
        512     99.9%   (1.1%)
        1024    98.8%   (2.9%)
        2048    95.9%   (6.7%)
        4096    89.2%   (30.6%)
        8192    58.6%   (58%)
        16384   0.6%    (0.6%)
332000  avg = 116079    max = 269368
        256     100%    (0.1%)
        512     99.9%   (0.9%)
        1024    99%     (3.4%)
        2048    95.6%   (5.9%)
        4096    89.7%   (28.4%)
        8192    61.3%   (60.6%)
        16384   0.7%    (0.7%)
333000  avg = 113485    max = 283928
        256     100%    (0.2%)
        512     99.8%   (0.9%)
        1024    98.9%   (4.3%)
        2048    94.6%   (6.8%)
        4096    87.8%   (28.8%)
        8192    59%     (58.1%)
        16384   0.9%    (0.9%)
334000  avg = 110954    max = 281372
        256     100%    (0.4%)
        512     99.6%   (1.3%)
        1024    98.3%   (3.7%)
        2048    94.6%   (7.4%)
        4096    87.2%   (30.1%)
        8192    57.1%   (56.9%)
        16384   0.2%    (0.2%)
335000  avg = 114134    max = 288112
        256     100%    (0.2%)
        512     99.8%   (0.7%)
        1024    99.1%   (3.9%)
        2048    95.2%   (7.4%)
        4096    87.8%   (28.8%)
        8192    59%     (58.4%)
        16384   0.6%    (0.6%)
336000  avg = 108727    max = 263580
        512     100%    (1.3%)
        1024    98.7%   (3.8%)
        2048    94.9%   (8.6%)
        4096    86.3%   (31.5%)
        8192    54.8%   (54.2%)
        16384   0.6%    (0.6%)
337000  avg = 111902    max = 311788
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.7%)
        1024    99.1%   (6.2%)
        2048    92.9%   (7%)
        4096    85.9%   (28%)
        8192    57.9%   (57.4%)
        16384   0.5%    (0.5%)
338000  avg = 112953    max = 290240
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (1.9%)
        1024    97.9%   (3.5%)
        2048    94.4%   (6.3%)
        4096    88.1%   (30.6%)
        8192    57.5%   (57.1%)
        16384   0.4%    (0.4%)
339000  avg = 111761    max = 288596
        256     100%    (0.2%)
        512     99.8%   (1%)
        1024    98.8%   (4%)
        2048    94.8%   (8.6%)
        4096    86.2%   (29.7%)
        8192    56.5%   (56%)
        16384   0.5%    (0.5%)
340000  avg = 110952    max = 281172
        256     100%    (0.2%)
        512     99.8%   (0.4%)
        1024    99.4%   (2.8%)
        2048    96.6%   (8.8%)
        4096    87.8%   (33.6%)
        8192    54.2%   (53.7%)
        16384   0.5%    (0.5%)
341000  avg = 113719    max = 282944
        128     100%    (0.2%)
        256     99.8%   (0.2%)
        512     99.6%   (0.8%)
        1024    98.8%   (3%)
        2048    95.8%   (7.8%)
        4096    88%     (29.7%)
        8192    58.3%   (57.8%)
        16384   0.5%    (0.5%)
342000  avg = 112921    max = 268272
        512     100%    (0.9%)
        1024    99.1%   (3.8%)
        2048    95.3%   (7.1%)
        4096    88.2%   (31.8%)
        8192    56.4%   (55.8%)
        16384   0.6%    (0.6%)
343000  avg = 113163    max = 262988
        256     100%    (0.1%)
        512     99.9%   (1%)
        1024    98.9%   (3.3%)
        2048    95.6%   (8.5%)
        4096    87.1%   (28.8%)
        8192    58.3%   (57.7%)
        16384   0.6%    (0.6%)
344000  avg = 117571    max = 266244
        256     100%    (0.3%)
        512     99.7%   (1.2%)
        1024    98.5%   (3.3%)
        2048    95.2%   (7%)
        4096    88.2%   (26.1%)
        8192    62.1%   (61.3%)
        16384   0.8%    (0.8%)
345000  avg = 116166    max = 266324
        32      100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.9%)
        1024    98.9%   (3%)
        2048    95.9%   (5.6%)
        4096    90.3%   (30.1%)
        8192    60.2%   (59.6%)
        16384   0.6%    (0.6%)
346000  avg = 114719    max = 285824
        64      100%    (0.1%)
        512     99.9%   (0.9%)
        1024    99%     (2.9%)
        2048    96.1%   (6.9%)
        4096    89.2%   (29.7%)
        8192    59.5%   (59.1%)
        16384   0.4%    (0.4%)
347000  avg = 114356    max = 284276
        256     100%    (0.1%)
        512     99.9%   (1.1%)
        1024    98.8%   (3.3%)
        2048    95.5%   (7.2%)
        4096    88.3%   (27.9%)
        8192    60.4%   (59.8%)
        16384   0.6%    (0.6%)
348000  avg = 112985    max = 264936
        64      100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (5%)
        2048    94.2%   (7.9%)
        4096    86.3%   (26.9%)
        8192    59.4%   (58.8%)
        16384   0.6%    (0.6%)
349000  avg = 115871    max = 287144
        64      100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (1%)
        1024    98.7%   (3.6%)
        2048    95.1%   (6.9%)
        4096    88.2%   (26.4%)
        8192    61.8%   (61.3%)
        16384   0.5%    (0.5%)
350000  avg = 114232    max = 291316
        512     100%    (1.2%)
        1024    98.8%   (3.6%)
        2048    95.2%   (6.8%)
        4096    88.4%   (28.9%)
        8192    59.5%   (58.8%)
        16384   0.7%    (0.7%)
351000  avg = 111869    max = 284904
        256     100%    (0.1%)
        512     99.9%   (1.9%)
        1024    98%     (3.5%)
        2048    94.5%   (8.5%)
        4096    86%     (28.4%)
        8192    57.6%   (57.1%)
        16384   0.5%    (0.5%)
352000  avg = 113514    max = 243752
        256     100%    (0.1%)
        512     99.9%   (0.3%)
        1024    99.6%   (3.5%)
        2048    96.1%   (8.4%)
        4096    87.7%   (27.9%)
        8192    59.8%   (59.4%)
        16384   0.4%    (0.4%)
353000  avg = 111254    max = 277372
        256     100%    (0.1%)
        512     99.9%   (0.6%)
        1024    99.3%   (2.9%)
        2048    96.4%   (9.6%)
        4096    86.8%   (29.5%)
        8192    57.3%   (57%)
        16384   0.3%    (0.3%)
354000  avg = 114413    max = 270624
        128     100%    (0.1%)
        256     99.9%   (0.3%)
        512     99.6%   (1.4%)
        1024    98.2%   (2.9%)
        2048    95.3%   (7.4%)
        4096    87.9%   (27.1%)
        8192    60.8%   (60.3%)
        16384   0.5%    (0.5%)
355000  avg = 114276    max = 257284
        256     100%    (0.2%)
        512     99.8%   (1.5%)
        1024    98.3%   (3.1%)
        2048    95.2%   (7.3%)
        4096    87.9%   (29%)
        8192    58.9%   (58.6%)
        16384   0.3%    (0.3%)
356000  avg = 117254    max = 284660
        256     100%    (0.3%)
        512     99.7%   (0.7%)
        1024    99%     (2.6%)
        2048    96.4%   (7.6%)
        4096    88.8%   (27.2%)
        8192    61.6%   (60.9%)
        16384   0.7%    (0.7%)
357000  avg = 113844    max = 273656
        256     100%    (0.4%)
        512     99.6%   (1.6%)
        1024    98%     (4.8%)
        2048    93.2%   (7.4%)
        4096    85.8%   (24.6%)
        8192    61.2%   (60.8%)
        16384   0.4%    (0.4%)
358000  avg = 116684    max = 280924
        256     100%    (0.2%)
        512     99.8%   (1%)
        1024    98.8%   (3.3%)
        2048    95.5%   (6.2%)
        4096    89.3%   (27.9%)
        8192    61.4%   (61%)
        16384   0.4%    (0.4%)
359000  avg = 113602    max = 280676
        64      100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (0.9%)
        1024    98.8%   (3.5%)
        2048    95.3%   (6.3%)
        4096    89%     (30.4%)
        8192    58.6%   (57.7%)
        16384   0.9%    (0.9%)
360000  avg = 112130    max = 267204
        256     100%    (0.1%)
        512     99.9%   (0.6%)
